Laenge,Hauptwort,Vorschlag,Binnen
10,Eigentümer,(im) Eigentum von,N
10,Eigentümer,EigentümerIn,Y
10,Eigentümer,Eigentümerin bzw. Eigentümer,N
10,Einbringer,EinbringerInnen,Y
10,Einbringer,Einbringerinnen und Einbringer,N
10,Einrichter,Einrichterin und Einrichter,N
10,Einrichter,EinrichterInnen,Y
10,Einrichter,Einrichterinnen und Einrichter,N
10,Einwohnern,Einwohnerinnen und Einwohnern,N
10,Eisläufern,Eisläuferinnen und Eisläufern,N
10,Elektriker,Elektrikerin bzw. Elektriker,N
10,Elektriker,ElektrikerInnen,Y
10,Elektriker,Elektrikerinnen und Elektriker,N
10,Entwickler,Entwicklerin bzw. Entwickler,N
10,Entwickler,Entwicklerinnen und Entwickler,N
10,Entwickler,EntwicklerInnen,Y
10,Ersatzmann,Ersatzperson,N
10,Ersthelfer,Ersthelferin bzw. Ersthelfer,N
10,Ersthelfer,ErsthelferInnen,Y
10,Fachmänner,Fachleute,N
10,Fleischern,Fleischerinnen und Fleischern,N
10,Fluglotsen,Fluglotsinnen und Fluglotsen,N
10,Freigänger,Freigängerin bzw. Freigänger,N
10,Freigänger,FreigängerInnen,Y
10,Freigänger,Freigängerinnen und Freigänger,N
10,Glasbläser,Glasbläserin bzw. Glasbläser,N
10,Glasbläser,GlasbläserInnen,Y
10,Glasbläser,Glasbläserinnen und Glasbläser,N
10,Gymnasiast,Gymnasiastin bzw. Gymnasiast,Y
10,Hausfrauen,Hausfrauen und Hausmänner,N
10,Haushälter,Haushälterin bzw. Haushälter,N
10,Haushälter,HaushälterInnen,Y
10,Hersteller,Herstellende,N
10,Hilfsköche,HilfsköchInnen,Y
10,Horthelfer,Horthelferin bzw. -helfer,N
10,Horthelfer,HorthelferInnen,Y
10,HTL-Lehrer,HTL-Lehrerin bzw. HTL-Lehrer,N
10,HTL-Lehrer,HTL-LehrerInnen,Y
10,HTL-Lehrer,HTL-Lehrerinnen und HTL-Lehrer,N
10,Ingenieure,Ingenieurinnen und Ingenieure,N
10,Inhabender,im Besitz von,N
10,Inhabender,Inhabende bzw. Inhhabender,N
10,Journalist,Journalistin bzw. Journalist,N
10,Kartograph,Kartographin bzw. Kartograph,N
10,Kassierern,Kassiererinnen und Kassierern,N
10,Katholiken,Katholikinnen und Katholiken,N
10,Kaufmänner,Kaufleute,N
10,Kaufmänner,Kauffrauen und Kaufmänner,N
10,Klubobmann,Klubobfrau bzw. -obmann,N
10,Kommissare,Kommissarinnen und Kommissare,N
10,Korbmacher,Korbmacherin bzw. Korbmacher,N
10,Korbmacher,KorbmacherInnen,Y
10,Korbmacher,Korbmacherinnen und Korbmacher,N
10,Kosmetiker,Kosmetikerin bzw. Kosmetiker,N
10,Kosmetiker,Kosmetikerinnen und Kosmetiker,N
10,Kürschnern,Kürschnerinnen und Kürschnern,N
10,Laboranten,Laborantinnen und Laboranten,N
10,Lehrerteam,Team der Unterrichtenden,N
10,Liquidator,Liquidatorin bzw. Liquidator,N
10,Logistiker,Logistikerin bzw. Logistiker,N
10,Logistiker,LogistikerInnen,Y
10,Logistiker,Logistikerinnen und Logistiker,N
10,Lokführern,Lokführerinnen und Lokführern,N
10,Magazineur,Magazineurin bzw. Magazineur,N
10,Mannmonate,Personenmonate,N
10,Mannschaft,Belegschaft,N
10,Mannschaft,Besatzung,N
10,Mannschaft,Gruppe,N
10,Mannschaft,Team,N
10,Mannschaft,Kollektiv,N
10,Mannstunde,Arbeitsstunde,N
10,Mannstunde,Personenstunde,N
10,Maschinist,Maschinistin bzw. Maschinist,N
10,Maturanten,MaturantInnen,Y
10,Maturanten,Maturantinnen und Maturanten,N
10,Mechaniker,Mechanikerin bzw. Mechaniker,N
10,Mechaniker,MechanikerInnen,Y
10,Mechaniker,Mechanikerinnen und Mechaniker,N
10,Medizinern,Medizinerinnen und Medizinern,N
10,Mitbürgern,Mitbürgerinnen und Mitbürgern,N
10,Ofensetzer,Ofensetzerin bzw. Ofensetzer,N
10,Ofensetzer,OfensetzerInnen,Y
10,Ofensetzer,Ofensetzerinnen und Ofensetzer,N
10,Ombudsmann,Ombudsfrau bzw. -mann,N
10,Organisten,Organistinnen und Organisten,N
10,Orthopäden,Orthopädinnen und Orthopäden,N
10,Orthoptist,Orthoptistin bzw. Orthoptist,N
10,Osttiroler,Osttirolerin bzw. Osttiroler,N
10,Osttiroler,OsttirolerInnen,Y
10,Osttiroler,Osttirolerinnen und Osttiroler,N
10,Pharmazeut,Pharmazeutin bzw. Pharmazeut,N
10,Politikern,Politikerinnen und Politikern,N
10,Polizisten,Polizistinnen und Polizisten,N
10,Polizisten,Polizistinnen und Polizisten,N
10,Polizisten,PolizistInnen,Y
10,Praktikant,Praktikantin bzw. Praktikant,N
10,Psychologe,Psychologin bzw. Psychologe,N
10,Radfahrern,Radfahrerinnen und Radfahrern,N
10,Redakteure,RedakteurInnen,N
10,Redakteure,Redakteurinnen und Redakteure,N
10,Referenten,ReferentInnen,Y
10,Referenten,Referentinnen und Referenten,N
10,Referenten,Referentinnen und Referenten,N
10,Sachwalter,Sachwalterin bzw. Sachwalter,N
10,Sachwalter,SachwalterInnen,Y
10,Saisonnier,Saisonnière bzw.  Saisonnier,N
10,Salzburger,Salzburgerin bzw. Salzburger,N
10,Salzburger,SalzburgerInnen,Y
10,Salzburger,Salzburgerinnen und Salzburger,N
10,Sanitätern,Sanitäterinnen und Sanitätern,N
10,Satirikern,Satirikerinnen und Satirikern,N
10,Schaffnern,Schaffnerinnen und Schaffnern,N
10,Schirmherr,Schirmfrau bzw. Schirmherr,N
10,Schirmherr,gefördert von; unterstützt von,N;
10,Schlossern,Schlosserinnen und Schlossern,N
10,Schneidern,Schneiderinnen und Schneidern,N
10,Schreibern,Schreiberinnen und Schreibern,N
10,Sekretären,Sekretärinnen und Sekretären,N
10,Sekretärin,Sekretärin bzw. Sekretär,N
10,Soziologen,Soziologinnen und Soziologen,N
10,Spezialist,Spezialistin bzw. Spezialist,N
10,Staatsmann,Staatsfrau bzw. Staatsmann,N
10,Staatsmann,Staatsoberhaupt,N
10,Stadträten,Stadträtinnen und Stadträten,N
10,Steinmetze,Steinmetzinnen und Steinmetze,N
10,Südtiroler,Südtirolerin bzw. Südtiroler,N
10,Südtiroler,SüdtirolerInnen,Y
10,Südtiroler,Südtirolerinnen und Südtiroler,N
10,Supervisor,Supervisorin bzw. Supervisor,N
10,Taxifahrer,Taxifahrerin bzw. Taxifahrer,N
10,Taxifahrer,TaxifahrerInnen,Y
10,Taxifahrer,Taxifahrerinnen und Taxifahrer,N
10,Teamleiter,Teamleiterin bzw. Teamleiter,N
10,Teamleiter,TeamleiterInnen,Y
10,Teamleiter,Teamleitung,N
10,Teamleiter,Teamleitung,N
10,Technologe,Technologin bzw. Technologe,N
10,Teilnehmer,TeilnehmerInnen,Y
10,Teilnehmer,Teilnehmerinnen und Teilnehmer,N
10,Teilnehmer,Teilnehmende,N
10,Teilnehmer,Anwesende,N
10,Teilnehmer,Anmeldungen,N
10,Teilnehmer,TeilnehmerIn,Y
10,Teilnehmer,Teilnehmerin bzw. Teilnehmer,N
10,Telefonist,Telefonistinnen und Telefonisten,N
10,Telefonist,TelefonistInnen,Y
10,Tierärzten,Tierärztinnen und Tierärzten,N
10,übermannen,überkommen; überwältigen,N;
10,Übersetzer,Übersetzerin bzw. Übersetzer,N
10,Übersetzer,ÜbersetzerInnen,Y
10,Uhrmachern,Uhrmacherinnen und Uhrmachern,N
10,Verkäufern,Angestellten,N
10,Verkäufern,Verkäuferinnen und Verkäufern,N
10,Vermittler,Mittelsleute,N
10,Vermittler,Mittelsperson,N
10,Vermittler,VermittlerInnen,Y
10,Vermittler,Vermittlerin bzw. Vermittler,N
10,Vertretern,Vertreterinnen und Vertretern,N
10,Verwaltern,Verwalterinnen und Verwaltern,N
10,Verwandter,Familienmitglied,N
10,Zuarbeiter,Zuarbeiterin bzw. Zuarbeiter,N
10,Zuschauern,Zuschauerinnen und Zuschauern,N
9,Abnehmern,Abnehmerinnen und Abnehmern,N
9,Absolvent,Absolventin und Absolvent,N
9,Amtsärzte,Amtsärztinnen und Amtsärzte,N
9,Anhängern,Anhängerinnen und Anhängern,N
9,Anwärtern,Anwärterinnen und Anwärtern,N
9,Anwendern,Anwenderinnen und Anwendern,N
9,Anwerbern,Anwerberinnen und Anwerbern,N
9,Apotheker,Apothekerin bzw. Apotheker,N
9,Apotheker,Apothekerin und Apotheker,N
9,Apotheker,ApothekerInnen,Y
9,Apotheker,Apothekerinnen und Apotheker,N
9,Arbeitern,Arbeiterinnen und Arbeitern,N
9,Architekt,Architektin und Architekt,N
9,Archivare,Archivarinnen und Archivare,N
9,Arztbrief,Entlassungsbrief; (ärztlicher) Befundbericht,N;
9,Assistent,Assistentin bzw. Assistent,N
9,Assistent,Assistentin und Assistent,N
9,Assistent,Assistenz,N
9,Astrologe,Astrologin und Astrologe,N
9,Ausländer,Ausländerinnen und Ausländer,N
9,Bauwerber,Bauwerberin und Bauwerber,N
9,Bauwerber,BauwerberInnen,Y
9,Bauwerber,Bauwerberinnen und Bauwerber,N
9,Begleiter,Begleiterin und Begleiter,N
9,Begleiter,BegleiterInnen,Y
9,Begleiter,Begleiterinnen und Begleiter,N
9,Beifahrer,Beifahrerin und Beifahrer,N
9,Beifahrer,BeifahrerInnen,Y
9,Beifahrer,Beifahrerinnen und Beifahrer,N
9,Beisitzer,Beisitzerin und Beisitzer,N
9,Beisitzer,Beisitzerinnen und Beisitzer,N
9,Beisitzer,BesitzerInnen,Y
9,Beisitzer,Beisitzende,N
9,Benutzern,Benutzerinnen und Benutzern,N
9,Besuchern,Besucherinnen und Besuchern,N
9,Betreuern,Betreuerinnen und Betreuern,N
9,Bewerbern,Bewerberinnen und Bewerbern,N
9,Bewohnern,Bewohnerinnen und Bewohnern,N
9,Bildhauer,Bildhauerin und Bildhauer,N
9,Bildhauer,BildhauerInnen,Y
9,Bildhauer,Bildhauerinnen und Bildhauer,N
9,Bregenzer,Bregenzerin bzw. Bregenzer,N
9,Bregenzer,BregenzerInnen,Y
9,Bregenzer,Bregenzerinnen und Bregenzer,N
9,Chauffeur,Chauffeurin bzw. Chauffeur,N
9,Chefsache,Sache mit oberster Priorität,N
9,Chemikern,Chemikerinnen und Chemikern,N
9,Chirurgen,Chirurginnen und Chirurgen,N
9,Dentisten,DentistenInnen,Y
9,Dentisten,Dentistinnen und Dentisten,N
9,Dezernent,Dezernentin bzw. Dezernent,N
9,Diätologe,Diätologin bzw. Diätologe,N
9,Drechsler,Drechslerin bzw. Drechsler,N
9,Drechsler,DrechslerInnen,Y
9,Drechsler,Drechslerinnen und Drechsler,N
9,Ehegatten,Eheleute,N
9,Ehegatten,Ehepaar,N
9,Ehegatten,Eheleute,N
9,Einwohner,Einwohnerin und Einwohner,N
9,Einwohner,EinwohnerInnen,Y
9,Einwohner,Einwohnerinnen und Einwohner,N
9,Einwohner,Population,N
9,Einwohner,Wohnbevölkerung,N
9,Eisläufer,Eisläuferin bzw. Eisläufer,N
9,Eisläufer,EisläuferInnen,Y
9,Eisläufer,Eisläuferinnen und Eisläufer,N
9,Empfänger,bestimmt für,N
9,Empfänger,Empfängerin bzw. Empfänger,N
9,Empfänger,EmpfängerInnen,Y
9,Empfänger,Empfängerin bzw. Empfänger,N
9,Empfänger,empfangen von,N
9,Erziehern,Erzieherinnen und Erziehern,N
9,Europäern,Europäerinnen und Europäern,N
9,Evaluator,Evaluatorin bzw. Evaluator,N
9,Fleischer,Fleischerin und Fleischer,N
9,Fleischer,FleischerInnen,Y
9,Fleischer,Fleischerinnen und Fleischer,N
9,Fluglotse,Fluglotsin bzw. Fluglotse,N
9,Forschern,Forscherinnen und Forschern,N
9,Friseurin,Friseurin bzw. Friseur,N
9,Fußgänger,zu Fuß Gehende,N
9,Gasthörer,Studierende im Gaststudium,N
9,Geldgeber,Geldgebende,N
9,Gewinnern,Gewinnerinnen und Gewinnern,N
9,Gutachter,Sachverständige,N
9,herrenlos,verlassen; nicht zuordnen; unbeaufsichtigt,N
9,Herrscher,Staatsoberhaupt,N
9,Hilfskoch,Hilfsköchin bzw. -koch,N
9,Ingenieur,Ingenieurin bzw. Ingenieur,N
9,Inspektor,Inspektorin bzw. Inspektor,N
9,Intendant,Intendantin bzw. Intendant,N
9,Intendant,IntendantInnen,Y
9,Intendant,Intendanz,N
9,jedermann,alle,N
9,Kärntnern,Kärntnerinnen und Kärntnern,N
9,Kartograf,Kartografin bzw. Kartograf,N
9,Kassierer,KassiererInnen,Y
9,Kassierer,Kassiererinnen und Kassierer,N
9,Kommissar,Kommissarin bzw. Kommissar,N
9,Komponist,Komponistin bzw. Komponist,N
9,Konsument,Konsumentin bzw. Konsument,N
9,Künstlern,Künstlerinnen und Künstlern,N
9,Kürschner,Kürschnerin bzw. Kürschner,N
9,Kürschner,KürschnerInnen,Y
9,Kürschner,Kürschnerinnen und Kürschner,N
9,Landsmann,Landsfrau bzw. -mann,N
9,Lieferant,Lieferantin bzw. Lieferant,N
9,Logopäden,Logopädinnen und Logopäden,N
9,Logopäden,LogopädInnen,Y
9,Logopädin,Logopädin bzw. Logopäde,N
9,Lokführer,LokführerInnen,Y
9,Lokführer,Lokführerinnen und Lokführer,N
9,Lokführer,Lokführerin bzw. Lokführer,N
9,Mandatare,MandatarInnen,Y
9,Mannjahre,Personenjahre,N
9,Masseuren,Masseurinnen und Masseuren,N
9,Mediziner,Medizinerin bzw. Mediziner,N
9,Mediziner,MedizinerInnen,Y
9,Mediziner,Medizinerinnen und Mediziner,N
9,Ministern,Ministerinnen und Ministern,N
9,Mitbürger,Mitbürgerin bzw. Mitbürger,N
9,Mitbürger,MitbürgerInnen,Y
9,Mitbürger,Mitbürgerinnen und Mitbürger,N
9,Moderator,Moderatorin bzw. Moderator,N
9,Moderator,Moderation,N
9,Monteuren,Monteurinnen und Monteuren,N
9,Oberärzte,Oberärztinnen und -ärzte,N
9,Pädagogen,Pädagoginnen und Pädagogen,N
9,Passanten,Passantinnen und Passanten,N
9,Passanten,PassantInnen,Y
9,Patienten,Patientinnen und Patienten,N
9,Physikern,PhysikerInnen,Y
9,Physikern,Physikerinnen und Physikern,N
9,Politiker,Politikerin bzw. Politiker,N
9,Politiker,PolitikerInnen,Y
9,Politiker,Politikerinnen und Politiker,N
9,Präsident,Präsidentin bzw. Präsident,N
9,Professor,Professorin und Professor,N
9,Radfahrer,Radfahrerin bzw. Radfahrer,N
9,Radfahrer,RadfahrerInnen,Y
9,Radfahrer,Radfahrerinnen und Radfahrer,N
9,Redakteur,Redakteurin bzw. Redakteur,N
9,Regisseur,Regisseurin bzw. Regisseur,N
9,Revisoren,RevisorInnen,Y
9,Sanitäter,Sanitäterin bzw. Sanitäter,N
9,Sanitäter,SanitäterInnen,Y
9,Sanitäter,Sanitäterinnen und Sanitäter,N
9,Satiriker,Satirikerin bzw. Satiriker,N
9,Satiriker,SatirikerInnen,Y
9,Satiriker,Satirikerinnen und Satiriker,N
9,Schaffner,Schaffnerin bzw. Schaffner,N
9,Schaffner,SchaffnerInnen,Y
9,Schaffner,Schaffnerinnen und Schaffner,N
9,Schlosser,Schlosserin bzw. Schlosser,N
9,Schlosser,SchlosserInnen,Y
9,Schlosser,Schlosserinnen und Schlosser,N
9,Schneider,Schneiderin bzw. Schneider,N
9,Schneider,SchneiderInnen,Y
9,Schneider,Schneiderinnen und Schneider,N
9,Schreiber,Schreiberin bzw. Schreiber,N
9,Schreiber,SchreiberInnen,Y
9,Schreiber,Schreiberinnen und Schreiber,N
9,Schulwart,Schulwartin bzw. Schulwart,N
9,Schustern,SchusterInnen,Y
9,Schustern,Schusterinnen und Schustern,N
9,Seefahrer,Seeleute,N
9,Sekretäre,Sekretärinnen und Sekretäre,N
9,Sommelier,Sommelière bzw. Sommelier,N
9,Souffleur,Souffleuse bzw. Souffleur,N
9,Soziologe,Soziologin bzw. Soziologe,N
9,Spenglern,SpenglerInnen,Y
9,Spenglern,Spenglerinnen und Spenglern,N
9,Sponsoren,SponsorInnen,Y
9,Sponsoren,Sponsoring,N
9,Sportlern,SportlerInnen,Y
9,Sportlern,Sportlerinnen und Sportlern,N
9,Sprechern,SprecherInnen,Y
9,Sprechern,Sprecherinnen und Sprechern,N
9,Stadträte,StadträtInnen,Y
9,Stadträte,Stadträtinnen und Stadträte,N
9,Statikern,Statikerinnen und Statikern,N
9,Steinmetz,Steinmetzin bzw. Steinmetz,N
9,Studenten,StudentInnen,Y
9,Studenten,Studentinnen und Studenten,N
9,Studenten,Studierende,N
9,Teilhaber,Teilhaberin bzw. Teilhaber,N
9,Teilhaber,TeilhaberInnen,Y
9,Teilhaber,Vertragspartei,N
9,Therapeut,Therapeutin bzw. Therapeut,N
9,Tierärzte,Tierärztinnen und Tierärzte,N
9,Tischlern,Tischlerinnen und Tischlern,N
9,Uhrmacher,Uhrmacherin bzw. Uhrmacher,N
9,Uhrmacher,UhrmacherInnen,Y
9,Uhrmacher,Uhrmacherinnen und Uhrmacher,N
9,unbemannt,maschinengesteuert; ferngesteuert,N;
9,Vaterland,Heimatland; Geburtsland,N;
9,Verfasser,Verfasserin bzw. Verfasser,N
9,Verfasser,VerfasserInnen,Y
9,Verfasser,verfasst von,N
9,Verfasser,verfasst von,N
9,Verkäufer,Verkäuferin bzw. Verkäufer,N
9,Verkäufer,VerkäuferInnen,Y
9,Verkäufer,Verkäuferinnen und Verkäufer,N
9,Verkäufer,Verkaufspersonal,N
9,Verteiler,Verteilschlüssel,N
9,Vertreter,vertreten durch,N
9,Vertreter,VertreterInnen,Y
9,Vertreter,Vertreterinnen und Vertreter,N
9,Vertreter,Vertretung,N
9,Verwalter,Verwalterin und Verwalter,N
9,Verwalter,VerwalterInnen,Y
9,Verwalter,Verwalterinnen und Verwalter,N
9,Zuschauer,Zuschauerin bzw. Zuschauer,N
9,Zuschauer,ZuschauerInnen,Y
9,Zuschauer,Zuschauerinnen und Zuschauer,N
9,Zuschauer,Publikum,N
8,Abnehmer,Abnehmerin und Abnehmer,N
8,Abnehmer,Abnehmerinnen und Abnehmer,N
8,Abonnent,Abonnentin und Abonnent,N
8,Absender,gesendet von,N
8,Absender,Absenderin bzw. Absender,N
8,Adressat,beauftragte Firma,N
8,Amtsarzt,Amtsärztin und Amtsarzt,N
8,Anbieter,Anbietende,N
8,Anhänger,Anhängerin bzw. Anhänger,N
8,Anhänger,AnhängerInnen,Y
8,Anhänger,Anhängerinnen und Anhänger,N
8,Anlegern,Anlegerinnen und Anlegern,N
8,Anrainer,Anrainerin bzw. Anrainer,N
8,Anrainer,AnrainerInnen,Y
8,Anrainer,Anrainerinnen und Anrainer,N
8,Anwälten,Anwältinnen und Anwälten,N
8,Anwärter,Anwärterin und Anwärter,N
8,Anwärter,AnwärterInnen,Y
8,Anwärter,Anwärterinnen und Anwärter,N
8,Anwender,Anwenderin und Anwender,N
8,Anwender,AnwenderInnen,Y
8,Anwender,Anwenderinnen und Anwender,N
8,Anwerber,Anwerberin und Anwerber,N
8,Anwerber,AnwerberInnen,Y
8,Anwerber,Anwerberinnen und Anwerber,N
8,Anwohner,Anwohnende,N
8,Anwohner,Nachbarschaft,N
8,Anwohner,Anwohnerin bzw. Anwohner,N
8,Arbeiter,Arbeiterin bzw. Arbeiter,N
8,Arbeiter,ArbeiterInnen,Y
8,Arbeiter,Arbeiterinnen und Arbeiter,N
8,Archivar,Archivarin bzw. Archivar,N
8,Astronom,Astronomin und Astronom,N
8,Athleten,Athletinnen und Athleten,N
8,Aufseher,Aufseherin bzw. Aufseher,N
8,Aufseher,AufseherInnen,Y
8,Bachelor,Bachelorandin bzw. Bachelor,N
8,Benutzer,Benutzerin und Benutzer,N
8,Benutzer,BenutzerIn,Y
8,Benutzer,BenutzerInnen,Y
8,Benutzer,Benutzerinnen und Benutzer,N
8,Besitzer,im Besitz von,N
8,Besitzer,Besitzerin bzw. Besitzer,N
8,Besucher,Besucherin bzw. Besucher,N
8,Besucher,BesucherInnen,Y
8,Besucher,Besucherinnen und Besucher,N
8,Betreuer,Betreuerin bzw. Betreuer,N
8,Betreuer,BetreuerInnen,Y
8,Betreuer,Betreuerinnen und Betreuer,N
8,Betreuer,Betreuungsperson,N
8,Bewerber,Bewerberin bzw. Bewerber,N
8,Bewerber,BewerberInnen,Y
8,Bewerber,Bewerberinnen und Bewerber,N
8,Bewohner,Bewohnerin bzw. Bewohner,N
8,Bewohner,BewohnerInnen,Y
8,Bewohner,Bewohnerinnen und Bewohner,N
8,Biologen,Biologinnen und Biologen,N
8,Chemiker,Chemikerin bzw. Chemiker,N
8,Chemiker,ChemikerInnen,Y
8,Chemiker,Chemikerin und Chemiker,N
8,Chemiker,Chemikerinnen und Chemiker,N
8,Coiffeur,Coiffeuse bzw. Coiffeur,N
8,Direktor,Direktorin bzw. Direktor,N
8,Dirigent,Dirigentin bzw. Dirigent,N
8,Doktoren,DoktorInnen,Y
8,Dozenten,Dozentinnen und Dozenten,N
8,Ehegatte,Ehefrau bzw. Ehemann,N
8,Ehegatte,Ehegattin bzw. Ehegatte,N
8,Erzieher,Erzieherin bzw. Erzieher,N
8,Erzieher,ErzieherInnen,Y
8,Erzieher,Erzieherinnen und Erzieher,N
8,Europäer,Europäerin bzw. Europäer,N
8,Europäer,EuropäerInnen,Y
8,Europäer,Europäerinnen und Europäer,N
8,Facharzt,Fachärztin bzw. Facharzt,N
8,Fachmann,Fachfrau bzw. Fachmann,N
8,Fachmann,Fachkraft,N
8,Fachmann,Fachleute,N
8,Fachmann,Fachkraft,N
8,Fährmann,Fährfrau bzw. Fährmann,N
8,Fischern,Fischerinnen und Fischern,N
8,Forscher,Forscherin bzw. Forscher,N
8,Forscher,ForscherInnen,Y
8,Forscher,Forscherinnen und Forscher,N
8,Förstern,Försterinnen und Förstern,N
8,Friseure,Friseurinnen und Friseure,N
8,Frisören,Frisörinnen und Frisören,N
8,Gärtnern,Gärtnerinnen und Gärtnern,N
8,Genossen,Genossinnen und Genossen,N
8,Gewinner,Gewinnerin bzw. Gewinner,N
8,Gewinner,GewinnerInnen,Y
8,Gewinner,Gewinnerinnen und Gewinner,N
8,Grafiker,Grafikerin bzw. Grafiker,N
8,Grafiker,GrafikerInnen,Y
8,Hausfrau,Hausfrau bzw. Hausmann,N
8,Hebammen,Hebammen,N
8,Juristen,Juristinnen und Juristen,N
8,Kärntner,Kärntnerin bzw. Kärntner,N
8,Kärntner,KärntnerInnen,Y
8,Kärntner,Kärntnerinnen und Kärntner,N
8,Katholik,Katholikin bzw. Katholik,N
8,Kaufmann,Kauffrau bzw. Kaufmann,N
8,Kollegen,Kolleginnen und Kollegen,N
8,Konditor,Konditorin bzw. Konditor,N
8,Konditor,Konditorinnen und Konditor,N
8,Kritiker,kritische Stimmen,N
8,Künstler,Künstlerin bzw. Künstler,N
8,Künstler,KünstlerInnen,Y
8,Künstler,Künstlerinnen und Künstler,N
8,Laborant,Laborantin bzw. Laborant,N
8,Laborant,Laborfachkraft,N
8,Lehrling,weiblicher bzw. männlicher Lehrling,N
8,Lektoren,Lektorinnen und Lektoren,N
8,Logopäde,Logopädin bzw. Logopäde,N
8,Logopäde,Logopädin bzw. Logopäde,N
8,Magister,Magistra bzw. Magister,N
8,Managern,Managerinnen und Managern,N
8,Mandatar,Mandatarin bzw. Mandatar,N
8,Mannjahr,Personenjahr,N
8,Manntage,Personentage,N
8,Masseure,Masseurinnen und Masseure,N
8,Maturant,Maturantin bzw. Maturant,N
8,Minister,Ministerin bzw. Minister,N
8,Minister,MinisterInnen,Y
8,Minister,Ministerinnen und Minister,N
8,Monteure,MonteurInnen,Y
8,Monteure,Monteurinnen und Monteure,N
8,Musikern,Musikerinnen und Musikern,N
8,Nachbarn,Nachbarinnen und Nachbarn,N
8,Oberarzt,Oberärztin bzw. -arzt,N
8,Operator,Operatorin bzw. Operator,N
8,Organist,Organistin bzw. Organist,N
8,Pädagoge,Pädagogin bzw. Pädagoge,N
8,Physiker,Physikerin bzw. Physiker,N
8,Physiker,PhysikerInnen,Y
8,Physiker,Physikerinnen und Physiker,N
8,Polizist,Polizistin bzw. Polizist,N
8,Portiere,PortierInnen,Y
8,Putzfrau,Putzfrau bzw. Putzmann,N
8,Putzfrau,Reinigungspersonal,N
8,Rauchern,Raucherinnen und Rauchern,N
8,Referent,bearbeitet von,N
8,Referent,ReferentIn,Y
8,Referent,Referentin bzw. Referet,N
8,Rektoren,RektorInnen,Y
8,Richtern,Richterinnen und Richtern,N
8,Sattlern,Sattlerinnen und Sattlern,N
8,Schülern,Schülerinnen und Schülern,N
8,Schuster,Schusterin bzw. Schuster,N
8,Schuster,SchusterInnen,Y
8,Schuster,Schusterinnen und Schuster,N
8,Sekretär,Sekretärin bzw. Sekretär,N
8,Siedlern,Siedlerinnen und Siedlern,N
8,Soldaten,Soldatinnen und Soldaten,N
8,Speakern,Speakerin bzw. Speakern,N
8,Spengler,Spenglerin bzw. Spengler,N
8,Spengler,SpenglerInnen,Y
8,Spengler,Spenglerinnen und Spengler,N
8,Spielern,Spielerinnen und Spielern,N
8,Sportler,Sportlerin bzw. Sportler,N
8,Sportler,SportlerInnen,Y
8,Sprecher,Sprecherin bzw. Sprecher,N
8,Sprecher,SprecherInnen,Y
8,Sprecher,Sprecherinnen und Sprecher,N
8,Springer,Springerin bzw. Springer,N
8,Springer,SpringerInnen,Y
8,Stadtrat,Stadträtin bzw. Stadtrat,N
8,Statiker,Statikerin bzw. Statiker,N
8,Statiker,StatikerInnen,Y
8,Statiker,Statikerinnen und Statiker,N
8,Steirern,Steirerinnen und Steirern,N
8,Tierarzt,Tierärztin bzw. Tierarzt,N
8,Tirolern,TirolerInnen,Y
8,Tirolern,Tirolerinnen und Tirolern,N
8,Tischler,Tischlerin bzw. Tischler,N
8,Tischler,TischlerInnen,Y
8,Tischler,Tischlerinnen und Tischler,N
8,Urologen,Urologinnen und Urologen,N
8,Vormunde,Vormundinnen und Vormunde,N
8,Vorstand,Vorständin bzw. Vorstand,N
8,Zahnarzt,Zahnärztin bzw. Zahnarzt,N
8,Züchtern,Züchterinnen und Züchtern,N
8,Zuhörern,Zuhörerinnen und Zuhörern,N
7,Agenten,Agentinnen und Agenten,N
7,Akteure,Akteurinnen und Akteure,N
7,Amtsrat,Amtsrätin bzw. Amtsrat,N
7,Analyst,Analystin bzw. Analyst,N
7,Anleger,Anlegerin und Anleger,N
7,Anleger,AnlegerInnen,Y
7,Anleger,Anlegerinnen und Anleger,N
7,Anrufer,angerufen hat,N
7,Anrufer,Anruf von,N
7,Anrufer,Anruferin und Anrufer,N
7,Anrufer,AnruferInnen,Y
7,Anrufer,Anruferinnen und Anrufer,N
7,Anwälte,Anwältinnen und Anwälte,N
7,Asiaten,Asiatinnen und Asiaten,N
7,Autoren,Autorinnen und Autoren,N
7,Bäckern,Bäckerinnen und Bäckern,N
7,Bauherr,Bauherrin bzw. Bauherr,N
7,Bauherr,Bauherrin bzw. Bauherr,N
7,Beamten,Beamtinnen und Beamten,N
7,Beamter,Beamtin bzw. Beamter,N
7,bemannt,besetzt mit,N
7,Berater,Beraterin bzw. Berater,N
7,Berater,Beratung,N
7,Berater,es berät Sie,N
7,Berater,Sie werden beraten von,N
7,Biologe,Biologin und Biologe,N
7,Bischof,Bischöfin bzw. Bischof,N
7,Brauern,Brauerinnen und Brauern,N
7,Bürgern,Bürgerinnen und Bürgern,N
7,Chirurg,Chirurgin bzw. Chirurg,N
7,Dentist,Dentistin bzw. Dentist,N
7,Drehern,Dreherinnen und Drehern,N
7,Experte,Fachleute,N
7,Fahrern,Fahrerinnen und Fahrern,N
7,Fiakern,Fiakerinnen und Fiakern,N
7,Fischer,Fischerin bzw. Fischer,N
7,Fischer,FischerInnen,Y
